NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT
36,1,4,102,0,,27.894,0,29.959,0,28.706,0,124.0,06:51.1,21:51.1,00:27.9,00:30.0,00:28.7,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,5,99,0,,27.846,0,30.349,0,28.923,0,123.2,08:18.3,23:18.3,00:27.8,00:30.3,00:28.9,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,6,74,0,,27.522,0,29.678,0,29.214,0,124.2,09:44.7,24:44.7,00:27.5,00:29.7,00:29.2,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,7,91,0,,27.453,0,29.807,0,28.799,0,124.7,11:10.7,26:10.7,00:27.5,00:29.8,00:28.8,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,8,118,0,,27.333,0,29.885,0,28.828,0,124.8,12:36.8,27:36.8,00:27.3,00:29.9,00:28.8,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,9,75,0,B,28.437,0,33.78,0,06:57.5,0,22.4,20:36.5,35:36.5,00:28.4,00:33.8,06:57.5,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,10,91,0,,46.908,0,33.303,0,31.209,0,96.3,22:27.9,37:27.9,00:46.9,00:33.3,00:31.2,ALOTTE,06:53.1,,TAG ,,Location 5,Free Practice 3
36,1,11,88,0,,27.385,0,29.082,0,28.255,0,126.7,23:52.7,38:52.7,00:27.4,00:29.1,00:28.3,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,12,124,0,,33.138,0,37.431,0,33.706,0,103.0,25:36.9,40:36.9,00:33.1,00:37.4,00:33.7,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,13,100,0,,26.795,0,29.201,0,28.397,0,127.2,27:01.3,42:01.3,00:26.8,00:29.2,00:28.4,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,14,74,0,,27.043,0,29.529,0,29.22,0,125.1,28:27.1,43:27.1,00:27.0,00:29.5,00:29.2,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,15,90,0,,34.766,0,34.497,0,37.437,0,100.6,30:13.8,45:13.8,00:34.8,00:34.5,00:37.4,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,16,113,0,,26.911,0,29.456,0,28.611,0,126.3,31:38.8,46:38.8,00:26.9,00:29.5,00:28.6,ALOTTE,,,TAG ,,Location 5,Free Practice 3
36,1,17,90,0,,35.094,0,40.875,0,33.768,0,97.8,33:28.5,48:28.5,00:35.1,00:40.9,00:33.8,ALOTTE,,,TAG ,235.0,Location 5,Free Practice 3
36,1,18,125,0,,26.657,0,29.562,0,28.599,0,126.6,34:53.4,49:53.4,00:26.7,00:29.6,00:28.6,ALOTTE,,,TAG ,235.0,Location 5,Free Practice 3
36,1,19,74,0,B,32.193,0,33.742,0,04:41.0,0,30.9,40:40.3,55:40.3,00:32.2,00:33.7,04:41.0,ALOTTE,,,TAG ,235.0,Location 5,Free Practice 3
36,1,20,101,0,,51.501,0,36.517,0,34.676,0,87.5,42:43.0,57:43.0,00:51.5,00:36.5,00:34.7,ALOTTE,04:38.3,,TAG ,250.0,Location 5,Free Practice 3
36,1,21,92,2,,26.241,2,28.556,2,27.458,2,130.5,44:05.2,59:05.2,00:26.2,00:28.6,00:27.5,ALOTTE,,,TAG ,250.0,Location 5,Free Practice 3
36,1,22,105,0,,33.067,0,39.221,0,36.456,0,98.7,45:54.0,00:54.0,00:33.1,00:39.2,00:36.5,ALOTTE,,,TAG ,,Location 5,Free Practice 3
37,1,1,109,0,,01:02.8,0,34.741,0,32.581,0,82.5,02:10.2,17:10.2,01:02.8,00:34.7,00:32.6,N,00:33.6,,EA,,Location 5,Free Practice 3
37,1,2,70,0,,28.121,0,30.011,0,28.966,0,123.3,03:37.3,18:37.3,00:28.1,00:30.0,00:29.0,N,,,EA,,Location 5,Free Practice 3
37,1,3,113,0,,28.342,0,30.693,0,29.193,0,121.7,05:05.5,20:05.5,00:28.3,00:30.7,00:29.2,N,,,EA,,Location 5,Free Practice 3
37,1,4,93,0,,28.899,0,30.338,0,29.258,0,121.3,06:34.0,21:34.0,00:28.9,00:30.3,00:29.3,N,,,EA,,Location 5,Free Practice 3
37,1,5,74,0,,28.042,0,30.165,0,29.139,0,122.9,08:01.3,23:01.3,00:28.0,00:30.2,00:29.1,N,,,EA,,Location 5,Free Practice 3
37,1,6,102,0,B,33.474,0,32.451,0,50.805,0,92.0,09:58.1,24:58.1,00:33.5,00:32.5,00:50.8,N,,,EA,,Location 5,Free Practice 3
37,1,7,100,0,,02:50.4,0,31.295,0,29.647,0,46.4,13:49.4,28:49.4,02:50.4,00:31.3,00:29.6,N,02:49.7,,EA,,Location 5,Free Practice 3
37,1,8,75,0,,26.829,0,29.089,0,28.263,0,127.5,15:13.6,30:13.6,00:26.8,00:29.1,00:28.3,N,,,EA,,Location 5,Free Practice 3
37,1,9,69,0,,36.371,0,42.929,0,35.418,0,93.6,17:08.3,32:08.3,00:36.4,00:42.9,00:35.4,N,,,EA,,Location 5,Free Practice 3
37,1,10,73,0,B,26.575,0,31.406,0,51.322,0,98.2,18:57.6,33:57.6,00:26.6,00:31.4,00:51.3,N,,,EA,,Location 5,Free Practice 3
37,1,11,74,0,,08:18.4,0,38.993,0,35.532,0,18.7,28:30.5,43:30.5,08:18.4,00:39.0,00:35.5,N,08:14.4,,EA,235.0,Location 5,Free Practice 3
37,1,12,122,0,,26.207,0,28.636,0,27.599,0,130.2,29:53.0,44:53.0,00:26.2,00:28.6,00:27.6,N,,,EA,235.0,Location 5,Free Practice 3
37,1,13,83,0,B,35.908,0,37.828,0,51.962,0,85.4,31:58.7,46:58.7,00:35.9,00:37.8,00:52.0,N,,,EA,,Location 5,Free Practice 3
37,1,14,121,0,,10:01.9,0,32.812,0,29.454,0,16.2,43:02.8,58:02.8,10:01.9,00:32.8,00:29.5,N,09:57.2,,EA,250.0,Location 5,Free Practice 3
37,1,15,116,2,,26.013,2,28.425,2,27.526,2,131.0,44:24.8,59:24.8,00:26.0,00:28.4,00:27.5,N,,,EA,250.0,Location 5,Free Practice 3
37,1,16,71,0,,34.998,0,38.226,0,37.204,0,97.2,46:15.2,01:15.2,00:35.0,00:38.2,00:37.2,N,,,EA,250.0,Location 5,Free Practice 3
4,1,1,112,0,,01:04.5,0,34.901,0,32.494,0,81.4,02:11.9,17:11.9,01:04.5,00:34.9,00:32.5,RFRI,00:35.9,,EF,,Location 5,Free Practice 3
4,1,2,78,0,,30.3,0,32.181,0,29.795,0,116.3,03:44.2,18:44.2,00:30.3,00:32.2,00:29.8,RFRI,,,EF,,Location 5,Free Practice 3
4,1,3,98,0,,26.833,0,29.329,0,28.546,0,126.7,05:08.9,20:08.9,00:26.8,00:29.3,00:28.5,RFRI,,,EF,,Location 5,Free Practice 3
4,1,4,73,0,B,28.382,0,31,0,49.825,0,98.3,06:58.1,21:58.1,00:28.4,00:31.0,00:49.8,RFRI,,,EF,,Location 5,Free Practice 3
4,1,5,91,0,,02:39.1,0,35.781,0,29.672,0,47.8,10:42.7,25:42.7,02:39.1,00:35.8,00:29.7,RFRI,02:38.8,,EF,,Location 5,Free Practice 3
4,1,6,98,0,,26.436,0,29.16,0,28.209,0,128.1,12:06.5,27:06.5,00:26.4,00:29.2,00:28.2,RFRI,,,EF,,Location 5,Free Practice 3
4,1,7,77,0,,27.355,0,30.097,0,31.041,0,121.3,13:35.0,28:35.0,00:27.4,00:30.1,00:31.0,RFRI,,,EF,,Location 5,Free Practice 3
4,1,8,83,0,,27.44,0,29.521,0,28.506,0,125.6,15:00.5,30:00.5,00:27.4,00:29.5,00:28.5,RFRI,,,EF,,Location 5,Free Practice 3
4,1,9,84,0,,27.399,0,29.728,0,28.845,0,124.9,16:26.4,31:26.4,00:27.4,00:29.7,00:28.8,RFRI,,,EF,,Location 5,Free Practice 3
4,1,10,105,0,,27.404,0,30.131,0,28.715,0,124.5,17:52.7,32:52.7,00:27.4,00:30.1,00:28.7,RFRI,,,EF,,Location 5,Free Practice 3
4,1,11,95,0,B,27.714,0,30.59,0,49.769,0,99.3,19:40.8,34:40.8,00:27.7,00:30.6,00:49.8,RFRI,,,EF,,Location 5,Free Practice 3
4,1,12,90,0,,07:08.2,0,36.945,0,32.012,0,21.6,27:57.9,42:57.9,07:08.2,00:36.9,00:32.0,RFRI,07:07.0,,EF,250.0,Location 5,Free Practice 3
4,1,13,72,0,,26.014,0,29.035,0,27.775,2,129.6,29:20.7,44:20.7,00:26.0,00:29.0,00:27.8,RFRI,,,EF,250.0,Location 5,Free Practice 3
4,1,14,102,0,B,29.343,0,31.236,0,49.803,0,97.3,31:11.1,46:11.1,00:29.3,00:31.2,00:49.8,RFRI,,,EF,,Location 5,Free Practice 3
4,1,15,87,0,,10:53.2,0,32.615,0,30.065,0,15.0,43:07.0,58:07.0,10:53.2,00:32.6,00:30.1,RFRI,10:47.0,,EF,250.0,Location 5,Free Practice 3
4,1,16,73,2,,25.969,2,28.738,2,27.904,0,129.9,44:29.6,59:29.6,00:26.0,00:28.7,00:27.9,RFRI,,,EF,250.0,Location 5,Free Practice 3
4,1,17,107,0,,28.75,0,33.973,0,35.049,0,109.8,46:07.3,01:07.3,00:28.7,00:34.0,00:35.0,RFRI,,,EF,250.0,Location 5,Free Practice 3
48,1,1,129,0,,01:45.7,0,38.95,0,33.401,0,60.3,02:58.1,17:58.1,01:45.7,00:39.0,00:33.4,EMORT,01:13.4,,ROKo,,Location 5,Free Practice 3
48,1,2,102,0,,28.779,0,30.434,0,28.955,0,121.8,04:26.2,19:26.2,00:28.8,00:30.4,00:29.0,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,3,144,0,,34.722,0,37.476,0,31.482,0,103.5,06:09.9,21:09.9,00:34.7,00:37.5,00:31.5,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,4,89,0,,26.853,0,29.32,0,28.593,0,126.6,07:34.7,22:34.7,00:26.9,00:29.3,00:28.6,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,5,101,0,,31.748,0,35.756,0,29.315,0,110.9,09:11.5,24:11.5,00:31.7,00:35.8,00:29.3,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,6,83,0,,27.706,0,29.873,0,28.351,0,124.9,10:37.4,25:37.4,00:27.7,00:29.9,00:28.4,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,7,74,0,,27.618,0,29.765,0,28.408,0,125.1,12:03.2,27:03.2,00:27.6,00:29.8,00:28.4,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,8,69,0,,27.669,0,29.891,0,28.606,0,124.6,13:29.4,28:29.4,00:27.7,00:29.9,00:28.6,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,9,88,0,,27.489,0,29.742,0,28.514,0,125.2,14:55.1,29:55.1,00:27.5,00:29.7,00:28.5,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,10,105,0,,27.446,0,29.872,0,28.491,0,125.1,16:20.9,31:20.9,00:27.4,00:29.9,00:28.5,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,11,109,0,B,29.519,0,34.684,0,05:59.3,0,25.4,23:24.4,38:24.4,00:29.5,00:34.7,05:59.3,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,12,74,0,,48.038,0,37.719,0,30.527,0,92.3,25:20.7,40:20.7,00:48.0,00:37.7,00:30.5,EMORT,05:52.0,,ROKo,235.0,Location 5,Free Practice 3
48,1,13,119,0,,26.522,0,29.072,0,28.077,0,128.3,26:44.4,41:44.4,00:26.5,00:29.1,00:28.1,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,14,84,0,,30.507,0,37.228,0,31.902,0,107.7,28:24.0,43:24.0,00:30.5,00:37.2,00:31.9,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,15,122,0,,26.621,0,29.229,0,28.101,0,127.9,29:47.9,44:47.9,00:26.6,00:29.2,00:28.1,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,16,107,0,,31.198,0,34.864,0,31.319,0,110.2,31:25.3,46:25.3,00:31.2,00:34.9,00:31.3,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,17,72,0,B,26.693,0,30.923,0,08:14.0,0,19.5,40:36.9,55:36.9,00:26.7,00:30.9,08:14.0,EMORT,,,ROKo,,Location 5,Free Practice 3
48,1,18,178,0,,51.29,0,35.207,0,31.799,0,90.7,42:35.2,57:35.2,00:51.3,00:35.2,00:31.8,EMORT,08:05.1,,ROKo,250.0,Location 5,Free Practice 3
48,1,19,105,2,,25.884,2,28.702,2,27.491,2,130.8,43:57.3,58:57.3,00:25.9,00:28.7,00:27.5,EMORT,,,ROKo,250.0,Location 5,Free Practice 3
5,1,1,72,0,,01:02.2,0,34.164,0,31.675,0,83.9,02:08.0,17:08.0,01:02.2,00:34.2,00:31.7,SVANDOO,00:31.8,,Ml,,Location 5,Free Practice 3
5,1,2,101,0,,31.089,0,32.695,0,30.742,0,113.6,03:42.5,18:42.5,00:31.1,00:32.7,00:30.7,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,3,86,0,,27.309,0,29.829,0,28.815,0,124.9,05:08.5,20:08.5,00:27.3,00:29.8,00:28.8,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,4,128,0,,30.445,0,36.927,0,31.018,0,109.1,06:46.9,21:46.9,00:30.4,00:36.9,00:31.0,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,5,69,0,,27.387,0,29.829,0,28.646,0,125.0,08:12.7,23:12.7,00:27.4,00:29.8,00:28.6,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,6,94,0,,27.606,0,29.946,0,28.902,0,124.2,09:39.2,24:39.2,00:27.6,00:29.9,00:28.9,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,7,123,0,,27.538,0,29.941,0,28.872,0,124.3,11:05.5,26:05.5,00:27.5,00:29.9,00:28.9,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,8,92,0,,27.608,0,29.83,0,28.698,0,124.6,12:31.7,27:31.7,00:27.6,00:29.8,00:28.7,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,9,104,0,,27.55,0,29.862,0,29.019,0,124.2,13:58.1,28:58.1,00:27.5,00:29.9,00:29.0,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,10,85,0,,27.57,0,29.701,0,28.856,0,124.6,15:24.2,30:24.2,00:27.6,00:29.7,00:28.9,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,11,77,0,,27.428,0,29.838,0,28.697,0,124.9,16:50.2,31:50.2,00:27.4,00:29.8,00:28.7,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,12,164,0,,27.558,0,30.415,0,29.37,0,122.9,18:17.5,33:17.5,00:27.6,00:30.4,00:29.4,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,13,99,0,B,27.463,0,30.501,0,54.695,0,95.3,20:10.2,35:10.2,00:27.5,00:30.5,00:54.7,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,14,187,0,,06:20.5,0,36.615,0,29.83,0,24.0,27:37.1,42:37.1,06:20.5,00:36.6,00:29.8,SVANDOO,06:20.2,,Ml,250.0,Location 5,Free Practice 3
5,1,15,97,2,,26.3,2,28.711,0,27.512,2,130.1,28:59.7,43:59.7,00:26.3,00:28.7,00:27.5,SVANDOO,,,Ml,250.0,Location 5,Free Practice 3
5,1,16,94,0,B,30.213,0,33.009,0,53.779,0,91.8,30:56.7,45:56.7,00:30.2,00:33.0,00:53.8,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,17,88,0,,06:07.9,0,33.48,0,29.84,0,24.9,38:07.8,53:07.8,06:07.9,00:33.5,00:29.8,SVANDOO,06:06.1,,Ml,250.0,Location 5,Free Practice 3
5,1,18,92,0,,27.125,0,28.455,2,27.656,0,129.0,39:31.1,54:31.1,00:27.1,00:28.5,00:27.7,SVANDOO,,,Ml,250.0,Location 5,Free Practice 3
5,1,19,77,0,B,31.261,0,33.648,0,54.766,0,89.7,41:30.7,56:30.7,00:31.3,00:33.6,00:54.8,SVANDOO,,,Ml,,Location 5,Free Practice 3
5,1,20,105,0,,02:27.1,0,33,0,36.726,0,49.5,45:07.5,00:07.5,02:27.1,00:33.0,00:36.7,SVANDOO,02:23.2,,Ml,,Location 5,Free Practice 3
6,1,1,72,0,,01:21.6,0,33.453,0,32.924,0,72.6,02:28.0,17:28.0,01:21.6,00:33.5,00:32.9,J,00:53.0,,DRAGONR,,Location 5,Free Practice 3
6,1,2,90,0,,29.689,0,30.549,0,28.912,0,120.4,03:57.1,18:57.1,00:29.7,00:30.5,00:28.9,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,3,90,0,,28.304,0,30.422,0,29.249,0,122.0,05:25.1,20:25.1,00:28.3,00:30.4,00:29.2,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,4,85,0,,28.197,0,33.921,0,29.414,0,117.3,06:56.6,21:56.6,00:28.2,00:33.9,00:29.4,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,5,124,0,,28.505,0,30.788,0,29.243,0,121.3,08:25.1,23:25.1,00:28.5,00:30.8,00:29.2,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,6,121,0,,28.201,0,30.123,0,29.354,0,122.4,09:52.8,24:52.8,00:28.2,00:30.1,00:29.4,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,7,73,0,,35.233,0,31.751,0,29.812,0,110.9,11:29.6,26:29.6,00:35.2,00:31.8,00:29.8,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,8,94,0,,29.899,0,29.941,0,28.8,0,121.1,12:58.3,27:58.3,00:29.9,00:29.9,00:28.8,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,9,103,0,,34.325,0,33.337,0,31.965,0,107.8,14:37.9,29:37.9,00:34.3,00:33.3,00:32.0,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,10,100,0,,27.065,0,29.915,0,28.818,0,125.1,16:03.7,31:03.7,00:27.1,00:29.9,00:28.8,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,11,83,0,,30.369,0,34.42,0,30.938,0,112.1,17:39.4,32:39.4,00:30.4,00:34.4,00:30.9,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,12,116,0,,27.041,0,29.977,0,28.968,0,124.8,19:05.4,34:05.4,00:27.0,00:30.0,00:29.0,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,13,90,0,B,30.268,0,33.509,0,06:00.2,0,25.3,26:09.4,41:09.4,00:30.3,00:33.5,06:00.2,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,14,89,0,,48.589,0,36.889,0,30.084,0,92.9,28:05.0,43:05.0,00:48.6,00:36.9,00:30.1,J,05:53.4,,DRAGONR,250.0,Location 5,Free Practice 3
6,1,15,94,0,,27.204,0,29.601,0,28.213,0,126.3,29:30.0,44:30.0,00:27.2,00:29.6,00:28.2,J,,,DRAGONR,235.0,Location 5,Free Practice 3
6,1,16,71,0,,30.942,0,35.016,0,30.195,0,111.6,31:06.2,46:06.2,00:30.9,00:35.0,00:30.2,J,,,DRAGONR,235.0,Location 5,Free Practice 3
6,1,17,90,0,B,26.957,0,30.003,0,04:57.6,0,30.3,37:00.8,52:00.8,00:27.0,00:30.0,04:57.6,J,,,DRAGONR,,Location 5,Free Practice 3
6,1,18,111,0,,47.572,0,31.544,0,29.071,0,99.2,38:48.9,53:48.9,00:47.6,00:31.5,00:29.1,J,04:51.6,,DRAGONR,250.0,Location 5,Free Practice 3
6,1,19,85,2,,26.329,2,28.611,2,27.738,2,129.8,40:11.6,55:11.6,00:26.3,00:28.6,00:27.7,J,,,DRAGONR,250.0,Location 5,Free Practice 3
6,1,20,148,0,B,33.622,0,36.148,0,03:03.8,0,42.3,44:25.2,59:25.2,00:33.6,00:36.1,03:03.8,J,,,DRAGONR,250.0,Location 5,Free Practice 3
6,1,21,86,0,,48.266,0,30.77,0,28.545,0,99.8,46:12.8,01:12.8,00:48.3,00:30.8,00:28.5,J,02:52.8,,DRAGONR,,Location 5,Free Practice 3
7,1,1,89,0,,01:22.9,0,35.432,0,33.029,0,70.9,02:31.3,17:31.3,01:22.9,00:35.4,00:33.0,SM,00:55.7,,DRAGONo,,Location 5,Free Practice 3
7,1,2,84,0,,28.215,0,30.691,0,28.659,0,122.6,03:58.9,18:58.9,00:28.2,00:30.7,00:28.7,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,3,120,0,,27.714,0,31.013,0,28.595,0,122.9,05:26.2,20:26.2,00:27.7,00:31.0,00:28.6,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,4,84,0,,27.692,0,30.183,0,28.632,0,124.1,06:52.7,21:52.7,00:27.7,00:30.2,00:28.6,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,5,87,0,,28.15,0,30.257,0,28.67,0,123.3,08:19.8,23:19.8,00:28.1,00:30.3,00:28.7,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,6,77,0,,27.713,0,30.928,0,31.11,0,119.6,09:49.6,24:49.6,00:27.7,00:30.9,00:31.1,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,7,74,0,,26.99,0,29.674,0,28.449,0,126.1,11:14.7,26:14.7,00:27.0,00:29.7,00:28.4,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,8,88,0,,34.356,0,33.156,0,28.818,0,111.4,12:51.0,27:51.0,00:34.4,00:33.2,00:28.8,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,9,108,0,B,27.054,0,29.742,0,07:08.6,0,22.1,20:56.4,35:56.4,00:27.1,00:29.7,07:08.6,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,10,84,0,,46.815,0,32.807,0,31.523,0,96.6,22:47.6,37:47.6,00:46.8,00:32.8,00:31.5,SM,07:02.0,,DRAGONo,,Location 5,Free Practice 3
7,1,11,90,0,,27.628,0,29.426,0,28.335,0,125.7,24:12.9,39:12.9,00:27.6,00:29.4,00:28.3,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,12,160,0,,31.686,0,36.251,0,32.69,0,106.7,25:53.6,40:53.6,00:31.7,00:36.3,00:32.7,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,13,116,0,,26.705,2,29.124,0,28.275,0,127.6,27:17.7,42:17.7,00:26.7,00:29.1,00:28.3,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,14,110,0,B,28.035,0,29.61,0,03:03.3,0,44.6,31:18.6,46:18.6,00:28.0,00:29.6,03:03.3,SM,,,DRAGONo,,Location 5,Free Practice 3
7,1,15,84,0,,48.636,0,39.282,0,30.631,0,90.6,33:17.1,48:17.1,00:48.6,00:39.3,00:30.6,SM,02:58.5,,DRAGONo,,Location 5,Free Practice 3
7,1,16,99,0,,28.602,0,33.265,0,31.542,0,114.9,34:50.6,49:50.6,00:28.6,00:33.3,00:31.5,SM,,,DRAGONo,235.0,Location 5,Free Practice 3
7,1,17,140,0,,27.325,0,28.924,0,28.285,0,127.0,36:15.1,51:15.1,00:27.3,00:28.9,00:28.3,SM,,,DRAGONo,235.0,Location 5,Free Practice 3
7,1,18,72,0,B,28.921,0,31.02,0,04:18.9,0,33.7,41:34.0,56:34.0,00:28.9,00:31.0,04:18.9,SM,,,DRAGONo,235.0,Location 5,Free Practice 3
7,1,19,79,0,,46.004,0,32.073,0,31.413,0,98.0,43:23.5,58:23.5,00:46.0,00:32.1,00:31.4,SM,04:13.8,,DRAGONo,250.0,Location 5,Free Practice 3
7,1,20,120,2,,27.464,0,28.614,2,27.748,2,128.1,44:47.3,59:47.3,00:27.5,00:28.6,00:27.7,SM,,,DRAGONo,250.0,Location 5,Free Practice 3
71,1,1,98,0,,01:48.1,0,37.694,0,35.556,0,59.2,03:01.4,18:01.4,01:48.1,00:37.7,00:35.6,NN,01:18.0,,ROK ,,Location 5,Free Practice 3
71,1,2,72,0,,28.73,0,30.886,0,29.117,0,121.0,04:30.1,19:30.1,00:28.7,00:30.9,00:29.1,NN,,,ROK ,,Location 5,Free Practice 3
71,1,3,110,0,,33.51,0,37.153,0,32.587,0,104.0,06:13.3,21:13.3,00:33.5,00:37.2,00:32.6,NN,,,ROK ,,Location 5,Free Practice 3
71,1,4,93,0,,27.233,0,29.5,0,28.548,0,125.9,07:38.6,22:38.6,00:27.2,00:29.5,00:28.5,NN,,,ROK ,,Location 5,Free Practice 3
71,1,5,84,0,,30.016,0,35.44,0,29.042,0,113.6,09:13.1,24:13.1,00:30.0,00:35.4,00:29.0,NN,,,ROK ,,Location 5,Free Practice 3
71,1,6,126,0,,27.376,0,30.033,0,28.446,0,125.0,10:39.0,25:39.0,00:27.4,00:30.0,00:28.4,NN,,,ROK ,,Location 5,Free Practice 3
71,1,7,117,0,,28.038,0,30.17,0,28.486,0,123.8,12:05.7,27:05.7,00:28.0,00:30.2,00:28.5,NN,,,ROK ,,Location 5,Free Practice 3
71,1,8,99,0,,27.636,0,30.035,0,28.599,0,124.4,13:31.9,28:31.9,00:27.6,00:30.0,00:28.6,NN,,,ROK ,,Location 5,Free Practice 3
71,1,9,96,0,,27.755,0,29.999,0,28.495,0,124.5,14:58.2,29:58.2,00:27.8,00:30.0,00:28.5,NN,,,ROK ,,Location 5,Free Practice 3
71,1,10,110,0,,27.602,0,29.724,0,28.503,0,125.1,16:24.0,31:24.0,00:27.6,00:29.7,00:28.5,NN,,,ROK ,,Location 5,Free Practice 3
71,1,11,85,0,B,27.614,0,30.108,0,02:50.0,0,47.1,20:11.7,35:11.7,00:27.6,00:30.1,02:50.0,NN,,,ROK ,,Location 5,Free Practice 3
71,1,12,93,0,,48.654,0,35.738,0,29.442,0,94.3,22:05.6,37:05.6,00:48.7,00:35.7,00:29.4,NN,02:47.7,,ROK ,250.0,Location 5,Free Practice 3
71,1,13,83,0,,26.51,0,28.934,0,28.013,0,128.6,23:29.0,38:29.0,00:26.5,00:28.9,00:28.0,NN,,,ROK ,250.0,Location 5,Free Practice 3
71,1,14,151,0,,31.347,0,37.308,0,35.658,0,102.9,25:13.4,40:13.4,00:31.3,00:37.3,00:35.7,NN,,,ROK ,235.0,Location 5,Free Practice 3
71,1,15,78,0,,26.8,0,29.565,0,28.228,0,126.9,26:37.9,41:37.9,00:26.8,00:29.6,00:28.2,NN,,,ROK ,,Location 5,Free Practice 3
71,1,16,91,0,,31.678,0,37.934,0,31.229,0,106.5,28:18.8,43:18.8,00:31.7,00:37.9,00:31.2,NN,,,ROK ,,Location 5,Free Practice 3
71,1,17,96,0,B,26.937,0,29.352,0,07:49.1,0,20.4,37:04.2,52:04.2,00:26.9,00:29.4,07:49.1,NN,,,ROK ,,Location 5,Free Practice 3
71,1,18,0,0,,50.52,0,34.919,0,31.048,0,92.2,39:00.7,54:00.7,00:50.5,00:34.9,00:31.0,NN,07:45.4,,ROK ,250.0,Location 5,Free Practice 3
71,1,19,103,2,,25.921,2,28.504,2,27.702,2,130.7,40:22.8,55:22.8,00:25.9,00:28.5,00:27.7,NN,,,ROK ,250.0,Location 5,Free Practice 3
